code,component_type,component_id,coefficient
5.4.1.3,material,1086,1.05
5.4.1.30,material,1108,1.1
5.4.1.31,material,1089,1.05
5.4.1.32,material,768,1.15
5.4.1.33,material,771,1.15
5.4.1.34,material,773,1.15
5.4.1.35,material,1109,1.1
5.4.1.36,material,1110,1.1
5.4.1.37,material,1111,1.05
5.4.1.38,material,1112,1.05
5.4.1.39,material,1113,1.05
5.4.1.4,material,1087,1.05
5.4.1.40,material,1114,1.05
5.4.1.41,material,1115,1.05
5.4.1.42,material,1116,1.05
5.4.1.5,material,1088,1.1
5.4.1.6,material,1089,1.1
5.4.1.7,material,1090,1.05
5.4.1.8,material,1091,1.05
5.4.1.9,material,1092,1.05
5.4.2.1,material,1117,1.05
5.4.2.10,material,1129,1.05
5.4.2.11,material,845,49.5
5.4.2.11,material,1001,49.5
5.4.2.11,material,1002,1.0
5.4.2.11,material,1003,25.0
5.4.2.11,material,1004,50.0
5.4.2.11,material,1005,75.0
5.4.2.11,material,1047,1.0
5.4.2.2,material,1118,1.05
5.4.2.3,material,1119,1.05
5.4.2.4,material,1120,1.05
5.4.2.4,material,1121,1.0
5.4.2.5,material,1122,1.05
5.4.2.6,material,1123,1.03
5.4.2.6,material,1124,1.0
5.4.2.7,material,1125,1.03
5.4.2.7,material,1126,1.0
5.4.2.8,material,1127,1.03
5.4.2.9,material,1128,1.05
5.4.3.1,material,1130,1.05
5.4.3.10,material,1138,1.05
5.4.3.11,material,1139,1.05
5.4.3.12,material,1140,1.05
5.4.3.13,material,1141,1.05
5.4.3.14,material,1142,1.05
5.4.3.15,material,1143,1.1
5.4.3.16,material,1144,1.05
5.4.3.17,material,1144,1.05
5.4.3.17,material,1145,2.5
5.4.3.18,material,792,33.0
5.4.3.18,material,1001,33.0
5.4.3.18,material,1002,1.0
5.4.3.18,material,1003,17.0
5.4.3.18,material,1007,0.5
5.4.3.18,material,1008,4.0
5.4.3.18,material,1047,1.0
5.4.3.19,material,792,9.9
5.4.3.19,material,1001,9.9
5.4.3.19,material,1002,1.0
5.4.3.19,material,1003,5.0
5.4.3.19,material,1004,10.0
5.4.3.19,material,1005,14.0
5.4.3.19,material,1007,0.5
5.4.3.19,material,1008,4.0
5.4.3.19,material,1047,1.0
5.4.3.2,material,1131,1.05
5.4.3.3,material,1132,1.05
5.4.3.4,material,1133,1.05
5.4.3.5,material,1134,1.05
5.4.3.6,material,1135,1.05
5.4.3.7,material,1136,1.03
5.4.3.8,material,1136,1.03
5.4.3.9,material,1137,1.05
5.4.4.1,material,1146,1.1
5.4.4.2,material,1147,1.1
5.4.4.3,material,1148,1.05
5.4.4.4,material,1149,1.05
5.4.4.5,material,1150,1.05
5.4.4.6,material,1151,1.2
5.4.4.7,material,1001,38.5
5.4.4.7,material,1002,1.0
5.4.4.7,material,1003,20.0
5.4.4.7,material,1004,40.0
5.4.4.7,material,1005,60.0
5.4.4.7,material,1047,1.0
5.4.4.7,material,1103,38.5
5.4.5.1,material,1152,1.05
5.4.5.10,material,1160,1.05
5.4.5.11,material,1158,2.0
5.4.5.11,material,1161,1.05
5.4.5.11,material,1162,2.0
5.4.5.11,material,1163,2.0
5.4.5.12,material,1164,1.1
5.4.5.13,material,1165,1.1
5.4.5.14,material,1166,1.1
5.4.5.15,material,1167,1.1
5.4.5.16,material,1168,1.05
5.4.5.17,material,1169,1.05
5.4.5.2,material,1153,1.05
5.4.5.3,material,1154,1.05
5.4.5.4,material,1155,1.05
5.4.5.5,material,1156,1.05
5.4.5.6,material,1157,1.05
5.4.5.7,material,845,52.8
5.4.5.7,material,1001,52.8
5.4.5.7,material,1002,1.0
5.4.5.7,material,1003,27.0
5.4.5.7,material,1004,54.0
5.4.5.7,material,1005,81.0
5.4.5.7,material,1047,1.0
5.4.5.8,material,1158,1.05
5.4.5.9,material,1159,1.05
5.4.6.1,material,846,27.5
5.4.6.1,material,1001,27.5
5.4.6.1,material,1003,14.0
5.4.6.1,material,1004,28.0
5.4.6.1,material,1005,42.0
5.4.6.1,material,1170,81.0
5.4.6.2,material,1171,1.05
5.4.6.3,material,1172,1.05
5.4.6.4,material,1173,1.05
5.4.6.5,material,1145,1.0
5.4.6.5,material,1174,1.05
5.4.6.6,material,1145,1.0
5.4.6.6,material,1175,1.05
5.5.1.1,material,1176,1.1
5.5.1.2,material,1177,1.1
5.5.1.3,material,1178,1.1
5.5.1.4,material,1179,1.1
5.5.1.5,material,1180,1.1
5.5.1.6,material,1181,1.1
5.5.1.7,material,1182,1.1
5.5.1.8,material,769,1.1
5.5.1.8,material,782,1.1
5.5.1.9,material,782,11.3
5.5.2.1,material,1183,1.1
5.5.2.10,material,1192,1.2
5.5.2.11,material,1193,1.2
5.5.2.12,material,1194,1.2
5.5.2.13,material,1195,1.1
5.5.2.14,material,1196,1.1
5.5.2.15,material,1197,1.2
5.5.2.16,material,1198,1.2
5.5.2.17,material,1199,1.2
5.5.2.18,material,1200,1.2
5.5.2.19,material,1201,1.1
5.5.2.2,material,1184,1.1
5.5.2.20,material,1202,1.1
5.5.2.21,material,1203,1.1
5.5.2.22,material,1204,1.1
5.5.2.23,material,1205,1.1
5.5.2.24,material,1206,1.1
5.5.2.25,material,1207,1.1
5.5.2.26,material,1208,1.1
5.5.2.27,material,1209,1.1
5.5.2.28,material,1210,1.1
5.5.2.29,material,1211,1.1
5.5.2.3,material,1185,1.1
5.5.2.30,material,1212,1.1
5.5.2.31,material,1213,1.1
5.5.2.32,material,1214,1.1
5.5.2.33,material,1215,1.1
5.5.2.34,material,1216,1.1
5.5.2.35,material,1217,1.1
5.5.2.36,material,1218,1.1
5.5.2.4,material,1186,1.1
5.5.2.40,material,1218,1.1
5.5.2.41,material,1218,1.1
5.5.2.43,material,1218,1.1
5.5.2.44,material,1218,1.1
5.5.2.45,material,782,22.6
5.5.2.46,material,782,11.3
5.5.2.47,material,1219,1.1
5.5.2.48,material,1220,1.1
5.5.2.5,material,1187,1.2
5.5.2.6,material,1188,1.2
5.5.2.7,material,1189,1.2
5.5.2.8,material,1190,1.2
5.5.2.9,material,1191,1.2
5.5.3.1,material,1221,1.2
5.5.3.1,material,1222,1.0
5.5.3.1,material,1223,1.0
5.5.3.1,material,1224,1.0
5.5.3.11,material,1221,1.2
5.5.3.11,material,1222,1.0
5.5.3.11,material,1223,1.0
5.5.3.11,material,1224,1.0
5.5.3.6,material,1221,1.2
5.5.3.6,material,1222,1.0
5.5.3.6,material,1223,1.0
5.5.3.6,material,1224,1.0
5.5.4.1,material,1007,1.2
5.5.4.1,material,1225,1.5
5.5.4.1,material,1226,0.5
5.5.4.10,material,1007,1.2
5.5.4.10,material,1226,0.5
5.5.4.10,material,1235,1.5
5.5.4.11,material,1007,1.2
5.5.4.11,material,1236,1.5
5.5.4.12,material,1007,1.2
5.5.4.12,material,1237,1.5
5.5.4.13,material,1007,1.2
5.5.4.13,material,1238,1.5
5.5.4.14,material,1007,1.2
5.5.4.14,material,1239,1.5
5.5.4.15,material,1007,1.2
5.5.4.15,material,1240,1.5
5.5.4.16,material,1007,1.2
5.5.4.16,material,1241,1.5
5.5.4.18,material,1007,1.2
5.5.4.18,material,1243,1.5
5.5.4.19,material,1007,1.2
5.5.4.19,material,1244,1.5
5.5.4.2,material,1007,1.2
5.5.4.2,material,1226,0.5
5.5.4.2,material,1227,1.5
5.5.4.3,material,1007,1.2
5.5.4.3,material,1226,0.5
5.5.4.3,material,1228,1.5
5.5.4.4,material,1007,1.2
5.5.4.4,material,1226,0.5
5.5.4.4,material,1229,1.5
5.5.4.5,material,1007,1.2
5.5.4.5,material,1226,0.5
5.5.4.5,material,1230,1.5
5.5.4.6,material,1007,1.2
5.5.4.6,material,1226,0.5
5.5.4.6,material,1231,1.5
5.5.4.7,material,1007,1.2
5.5.4.7,material,1226,0.5
5.5.4.7,material,1232,1.5
5.5.4.8,material,1007,1.2
5.5.4.8,material,1226,0.5
5.5.4.8,material,1233,1.5
5.5.4.9,material,1007,1.2
5.5.4.9,material,1226,0.5
5.5.4.9,material,1234,1.5
5.6.1.1,material,1245,1.15
5.6.1.10,material,1254,1.0
5.6.1.10,material,1255,1.0
5.6.1.10,material,1256,1.0
5.6.1.10,material,1257,1.0
5.6.1.10,material,1258,2.0
5.6.1.10,material,1259,1.0
5.6.1.11,material,1255,1.0
5.6.1.11,material,1256,1.0
5.6.1.11,material,1257,1.0
5.6.1.11,material,1258,2.0
5.6.1.11,material,1259,1.0
5.6.1.11,material,1260,1.0
5.6.1.12,material,1255,1.0
5.6.1.12,material,1256,1.0
5.6.1.12,material,1257,1.0
5.6.1.12,material,1258,2.0
5.6.1.12,material,1259,1.0
5.6.1.12,material,1261,1.0
5.6.1.13,material,1255,1.0
5.6.1.13,material,1256,1.0
5.6.1.13,material,1257,1.0
5.6.1.13,material,1258,2.0
5.6.1.13,material,1259,1.0
5.6.1.13,material,1262,1.0
5.6.1.14,material,1255,1.0
5.6.1.14,material,1256,1.0
5.6.1.14,material,1257,1.0
5.6.1.14,material,1258,2.0
5.6.1.14,material,1259,1.0
5.6.1.14,material,1263,1.0
5.6.1.15,material,1264,1.15
5.6.1.16,material,1265,1.15
5.6.1.17,material,1266,1.3
5.6.1.18,material,1267,1.3
5.6.1.19,material,1268,1.1
5.6.1.2,material,1246,1.15
5.6.1.20,material,1269,1.1
5.6.1.21,material,1270,1.15
5.6.1.22,material,1271,1.1
5.6.1.3,material,1247,1.3
5.6.1.4,material,1248,1.3
5.6.1.5,material,1249,1.3
5.6.1.6,material,1250,1.3
5.6.1.7,material,1251,1.3
5.6.1.8,material,1252,1.3
5.6.1.9,material,1253,1.3
5.6.2.1,material,1272,1.1
5.6.2.2,material,1273,1.1
5.6.2.3,material,1274,1.1
5.6.2.4,material,1275,1.1
5.6.2.5,material,1276,1.1
5.6.2.6,material,1277,1.1
5.6.3.1,material,1278,1.1
5.6.3.2,material,1279,1.1
5.6.3.3,material,1280,1.1
5.6.4.1,material,1281,1.05
5.6.4.2,material,1282,1.05
5.6.4.3,material,1283,1.05
5.6.4.4,material,1284,1.05
5.6.4.5,material,1283,1.05
51.1.12.7,material,848,1.2
6.1.1.1,material,1285,1.08
6.1.1.10,material,1294,1.05
6.1.1.11,material,1295,1.01
6.1.1.12,material,1296,1.01
6.1.1.13,material,1297,1.01
6.1.1.14,material,1298,1.01
6.1.1.15,material,1299,1.1
6.1.1.16,material,1300,1.1
6.1.1.17,material,1301,1.1
6.1.1.18,material,1302,1.02
6.1.1.2,material,1286,1.1
6.1.1.3,material,1287,1.12
6.1.1.4,material,1288,1.15
6.1.1.5,material,1289,1.15
6.1.1.6,material,1290,1.15
6.1.1.7,material,1291,1.02
6.1.1.8,material,1292,1.05
6.1.1.9,material,1293,1.05
6.1.2.1,material,1303,1.025
6.1.2.2,material,1304,1.025
6.1.2.3,material,1305,1.025
6.1.2.4,material,1306,1.1
6.1.2.5,material,1307,1.1
6.1.2.6,material,1308,1.1
6.1.2.7,material,1309,1.05
6.1.2.8,material,1310,1.05
6.1.2.9,material,1311,1.1
6.1.3.1,material,1312,1.025
6.1.3.2,material,1313,1.05
6.1.3.3,material,1314,1.025
6.1.3.4,material,1315,1.025
6.1.3.5,material,1316,1.025
6.1.4.1,material,1317,1.025
6.1.4.2,material,1318,1.025
6.1.4.3,material,1319,1.025
6.1.4.4,material,1320,1.025
6.1.4.5,material,1321,1.025
6.2.1.1,material,1322,1.5
6.2.1.2,material,1323,1.5
6.2.1.3,material,1324,1.5
6.2.1.4,material,1325,1.5
6.2.1.5,material,1326,1.1
6.2.1.6,material,1325,1.5
6.2.1.8,material,17,0.502
6.2.1.8,material,140,9.0
6.2.1.8,material,1331,2.0
6.2.1.8,material,1332,2.0
6.2.1.8,material,1336,1.2
6.2.1.8,material,1337,0.025
6.2.2.1,material,1327,1.025
6.2.3.1,material,1328,1.025
6.2.3.2,material,1329,1.025
6.2.3.3,material,1330,1.025
6.2.4.1,material,17,0.502
6.2.4.1,material,140,9.0
6.2.4.1,material,1331,2.0
6.2.4.1,material,1332,2.0
6.2.4.1,material,1333,0.05
6.2.4.1,material,1334,5.024
6.2.4.1,material,1335,0.502
6.2.4.1,material,1336,1.2
6.3.1,material,15,44.0
6.3.1,material,43,40.0
6.3.1,material,116,1.6
6.3.1,material,117,0.06
6.3.1,material,118,0.07
6.3.1,material,122,0.07
6.3.2,material,15,77.0
6.3.2,material,43,70.0
6.3.2,material,116,2.6
6.3.2,material,117,0.09
6.3.2,material,118,0.02
6.3.2,material,122,0.13
6.3.3,material,15,114.0
6.3.3,material,43,123.0
6.3.3,material,116,4.85
6.3.3,material,117,0.12
6.3.3,material,118,0.033
6.3.3,material,122,0.184
6.4.1.1,material,1338,1.45
6.4.1.10,material,1347,1.45
6.4.1.11,material,1348,1.45
6.4.1.12,material,1349,1.45
6.4.1.13,material,1350,1.45
6.4.1.14,material,1351,1.45
6.4.1.15,material,1352,1.45
6.4.1.16,material,1353,1.45
6.4.1.17,material,1354,1.45
6.4.1.18,material,1355,1.45
6.4.1.19,material,1356,1.45
6.4.1.2,material,1339,1.45
6.4.1.20,material,1357,1.45
6.4.1.21,material,1358,1.45
6.4.1.22,material,1359,1.45
6.4.1.23,material,1360,1.45
6.4.1.24,material,1361,1.45
6.4.1.25,material,1362,1.45
6.4.1.26,material,1363,1.45
6.4.1.27,material,1364,1.45
6.4.1.28,material,1365,1.45
6.4.1.29,material,1366,1.45
6.4.1.3,material,1340,1.45
6.4.1.4,material,1341,1.45
6.4.1.5,material,1342,1.45
6.4.1.6,material,1343,1.45
6.4.1.7,material,1344,1.45
6.4.1.8,material,1345,1.45
6.4.1.9,material,1346,1.45
6.4.2.1,material,1367,1.5
6.4.2.10,material,1376,1.5
6.4.2.11,material,1377,1.5
6.4.2.12,material,1378,1.5
6.4.2.13,material,1379,1.5
6.4.2.14,material,1380,1.5
6.4.2.15,material,1381,1.5
6.4.2.16,material,1382,1.5
6.4.2.17,material,1383,1.5
6.4.2.18,material,1384,1.5
6.4.2.19,material,1385,1.5
6.4.2.2,material,1368,1.5
6.4.2.20,material,1386,1.5
6.4.2.21,material,1387,1.5
6.4.2.22,material,1388,1.5
6.4.2.23,material,1389,1.5
6.4.2.24,material,1390,1.5
6.4.2.25,material,1391,1.5
6.4.2.26,material,1392,1.5
6.4.2.27,material,1393,1.5
6.4.2.28,material,1394,1.5
6.4.2.29,material,1395,1.5
6.4.2.3,material,1369,1.5
6.4.2.30,material,1396,1.5
6.4.2.31,material,1397,1.5
6.4.2.32,material,1398,1.5
6.4.2.4,material,1370,1.5
6.4.2.5,material,1371,1.5
6.4.2.6,material,1372,1.5
6.4.2.7,material,1373,1.5
6.4.2.8,material,1374,1.5
6.4.2.9,material,1375,1.5
6.4.3.1,material,1399,1.65
6.4.3.10,material,1408,1.65
6.4.3.11,material,1409,1.65
6.4.3.12,material,1410,1.65
6.4.3.13,material,1411,1.65
6.4.3.14,material,1412,1.65
6.4.3.15,material,1413,1.65
6.4.3.16,material,1414,1.65
6.4.3.17,material,1415,1.65
6.4.3.18,material,1416,1.65
6.4.3.19,material,1417,1.65
6.4.3.2,material,1400,1.65
6.4.3.20,material,1418,1.65
6.4.3.3,material,1401,1.65
6.4.3.4,material,1402,1.65
6.4.3.5,material,1403,1.65
6.4.3.6,material,1404,1.65
6.4.3.7,material,1405,1.65
6.4.3.8,material,1406,1.65
6.4.3.9,material,1407,1.65
6.4.4.1,material,1419,1.55
6.4.4.10,material,1428,1.55
6.4.4.11,material,1429,1.55
6.4.4.12,material,1430,1.55
6.4.4.13,material,1431,1.55
6.4.4.14,material,1432,1.55
6.4.4.15,material,1433,1.55
6.4.4.16,material,1434,1.55
6.4.4.17,material,1435,1.55
6.4.4.18,material,1436,1.55
6.4.4.19,material,1436,1.55
6.4.4.2,material,1420,1.55
6.4.4.20,material,1437,1.55
6.4.4.21,material,1438,1.55
6.4.4.22,material,1439,1.55
6.4.4.23,material,1440,1.55
6.4.4.24,material,1441,1.55
6.4.4.25,material,1442,1.55
6.4.4.26,material,1443,1.55
6.4.4.27,material,1444,1.55
6.4.4.28,material,1445,1.55
6.4.4.29,material,1446,1.55
6.4.4.3,material,1421,1.55
6.4.4.30,material,1447,1.55
6.4.4.31,material,1448,1.55
6.4.4.32,material,1449,1.55
6.4.4.4,material,1422,1.55
6.4.4.5,material,1423,1.55
6.4.4.6,material,1424,1.55
6.4.4.7,material,1425,1.55
6.4.4.8,material,1426,1.55
6.4.4.9,material,1427,1.55
6.4.5.1,material,15,0.96
6.4.5.1,material,70,0.011
6.4.5.1,material,122,0.013
6.4.5.1,material,1450,1.6
6.4.5.2,material,15,35.0
6.4.5.2,material,70,0.014
6.4.5.2,material,122,0.014
6.4.5.2,material,1451,1.6
6.5.1.1,material,1452,1.15
6.5.1.10,material,1461,1.3
6.5.1.11,material,1462,1.3
6.5.1.12,material,1463,1.3
6.5.1.13,material,1464,1.3
6.5.1.14,material,1465,1.3
6.5.1.2,material,1453,1.15
6.5.1.3,material,1454,1.15
6.5.1.4,material,1455,1.15
6.5.1.5,material,1456,1.15
6.5.1.6,material,1457,1.15
6.5.1.7,material,1458,1.15
6.5.1.8,material,1459,1.3
6.5.1.9,material,1460,1.3
6.5.10.1,material,1452,1.0
6.5.10.1,material,1568,1.15
6.5.10.10,material,1459,1.0
6.5.10.10,material,1571,1.3
6.5.10.2,material,1454,1.0
6.5.10.2,material,1569,1.15
6.5.10.3,material,1457,1.0
6.5.10.3,material,1570,1.15
6.5.10.4,material,1459,1.0
6.5.10.4,material,1571,1.3
6.5.10.5,material,1460,1.0
6.5.10.5,material,1572,1.3
6.5.10.9,material,1460,1.0
6.5.10.9,material,1572,1.3
6.5.11.1,material,1573,1.15
6.5.11.10,material,1582,1.3
6.5.11.11,material,1583,1.3
6.5.11.12,material,1584,1.3
6.5.11.13,material,1585,1.3
6.5.11.2,material,1574,1.15
6.5.11.3,material,1575,1.15
6.5.11.4,material,1576,1.15
6.5.11.5,material,1577,1.15
6.5.11.6,material,1578,1.3
6.5.11.7,material,1579,1.3
6.5.11.8,material,1580,1.3
6.5.11.9,material,1581,1.3
6.5.12.1,material,1586,1.1
6.5.12.2,material,1587,1.1
6.5.12.3,material,1588,1.1
6.5.12.4,material,1589,1.1
6.5.12.5,material,1590,1.1
6.5.12.6,material,1591,1.1
6.5.12.7,material,1592,1.1
6.5.13.1,material,1593,1.25
6.5.13.2,material,1594,1.25
6.5.13.3,material,1595,1.25
6.5.13.4,material,1596,1.25
6.5.13.5,material,1597,1.25
6.5.13.6,material,1598,1.25
6.5.13.7,material,1599,1.25
6.5.13.8,material,1600,1.25
6.5.13.9,material,1601,1.25
6.5.14.1,material,1602,1.15
6.5.14.2,material,1603,1.25
6.5.14.3,material,1604,1.25
6.5.14.4,material,1605,1.25
6.5.14.5,material,1606,1.25
6.5.14.6,material,1607,1.25
6.5.15.1,material,1608,1.1
6.5.15.2,material,1609,1.1
6.5.15.3,material,1610,1.1
6.5.16.1,material,1611,1.15
6.5.16.2,material,1612,1.15
6.5.16.3,material,1613,1.3
6.5.16.4,material,1614,1.3
6.5.16.5,material,1615,1.3
6.5.16.6,material,1616,1.3
6.5.17.1,material,1617,1.15
6.5.17.2,material,1618,1.15
6.5.17.3,material,1619,1.15
6.5.17.4,material,1620,1.15
6.5.17.5,material,1621,1.15
6.5.17.6,material,1622,1.15
6.5.18.1,material,1623,1.1
6.5.19.1,material,1624,1.05
6.5.2.1,material,1466,1.15
6.5.2.2,material,1467,1.15
6.5.2.3,material,1468,1.15
6.5.2.4,material,1469,1.15
6.5.2.5,material,1470,1.15
6.5.2.6,material,1471,1.15
6.5.2.7,material,1472,1.15
6.5.2.8,material,1473,1.3
6.5.2.9,material,1474,1.3
6.5.20.1,material,1625,1.05
6.5.21.1,material,1626,1.3
6.5.22.1,material,1627,1.4
6.5.23.1,material,1628,1.4
6.5.23.2,material,1629,1.4
6.5.24.1,material,1630,1.1
6.5.24.2,material,1631,1.1
6.5.24.3,material,1632,1.1
6.5.3.1,material,1475,1.15
6.5.3.10,material,1484,1.3
6.5.3.11,material,1485,1.3
6.5.3.12,material,1486,1.3
6.5.3.13,material,1487,1.3
6.5.3.14,material,1488,1.3
6.5.3.2,material,1476,1.15
6.5.3.3,material,1477,1.15
6.5.3.4,material,1478,1.15
6.5.3.5,material,1479,1.15
6.5.3.6,material,1480,1.15
6.5.3.7,material,1481,1.15
6.5.3.8,material,1482,1.3
6.5.3.9,material,1483,1.3
6.5.4.1,material,1489,1.15
6.5.4.10,material,1498,1.3
6.5.4.11,material,1499,1.3
6.5.4.12,material,1500,1.3
6.5.4.13,material,1501,1.3
6.5.4.14,material,1502,1.3
6.5.4.15,material,1503,1.3
6.5.4.2,material,1490,1.15
6.5.4.3,material,1491,1.15
6.5.4.4,material,1492,1.15
6.5.4.5,material,1493,1.15
6.5.4.6,material,1494,1.15
6.5.4.7,material,1495,1.15
6.5.4.8,material,1496,1.3
6.5.4.9,material,1497,1.3
6.5.5.1,material,1504,1.15
6.5.5.10,material,1513,1.3
6.5.5.11,material,1514,1.3
6.5.5.12,material,1515,1.3
6.5.5.13,material,1516,1.3
6.5.5.14,material,1517,1.3
6.5.5.2,material,1505,1.15
6.5.5.3,material,1506,1.15
6.5.5.4,material,1507,1.15
6.5.5.4,material,1520,1.15
6.5.5.5,material,1508,1.15
6.5.5.5,material,1521,1.15
6.5.5.6,material,1509,1.15
6.5.5.7,material,1510,1.15
6.5.5.8,material,1511,1.3
6.5.5.9,material,1512,1.3
6.5.6.1,material,1518,1.15
6.5.6.10,material,1526,1.3
6.5.6.11,material,1527,1.3
6.5.6.12,material,1528,1.3
6.5.6.13,material,1529,1.3
6.5.6.14,material,1530,1.3
6.5.6.15,material,1531,1.3
6.5.6.2,material,1519,1.15
6.5.6.3,material,1506,1.15
6.5.6.6,material,1522,1.15
6.5.6.7,material,1523,1.15
6.5.6.8,material,1524,1.3
6.5.6.9,material,1525,1.3
6.5.7.1,material,1532,1.15
6.5.7.10,material,1541,1.3
6.5.7.11,material,1542,1.3
6.5.7.12,material,1543,1.3
6.5.7.13,material,1544,1.3
6.5.7.14,material,1545,1.3
6.5.7.2,material,1533,1.15
6.5.7.23,material,1545,1.3
6.5.7.24,material,1546,1.3
6.5.7.3,material,1534,1.15
6.5.7.4,material,1535,1.15
6.5.7.5,material,1536,1.15
6.5.7.6,material,1537,1.15
6.5.7.7,material,1538,1.15
6.5.7.8,material,1539,1.3
6.5.7.9,material,1540,1.3
6.5.8.1,material,1547,1.15
6.5.8.10,material,1555,1.3
6.5.8.2,material,1548,1.15
6.5.8.3,material,1549,1.3
6.5.8.4,material,1550,1.3
6.5.8.5,material,1551,1.3
6.5.8.6,material,1552,1.3
6.5.8.7,material,1553,1.3
6.5.8.8,material,1554,1.3
6.5.8.9,material,1555,1.3
6.5.9.1,material,1556,1.15
6.5.9.10,material,1565,1.3
6.5.9.11,material,1566,1.3
6.5.9.12,material,1567,1.3
6.5.9.2,material,1557,1.15
6.5.9.3,material,1558,1.15
6.5.9.4,material,1559,1.15
6.5.9.5,material,1560,1.15
6.5.9.6,material,1561,1.15
6.5.9.7,material,1562,1.15
6.5.9.8,material,1563,1.3
6.5.9.9,material,1564,1.3
6.6.1.1,material,17,0.05
6.6.1.1,material,1331,1.006
6.6.1.1,material,1332,1.0
6.6.1.1,material,1333,0.05
6.6.1.1,material,1334,5.024
6.6.1.1,material,1335,0.502
6.6.1.1,material,1633,0.2
7.1.1.1,material,117,0.06
7.1.1.1,material,1634,1.05
7.1.1.1,material,1635,0.003
7.1.1.2,material,117,0.06
7.1.1.2,material,1635,0.003
7.1.1.2,material,1636,1.05
7.1.1.3,material,117,0.06
7.1.1.3,material,1634,1.05
7.1.1.3,material,1635,0.003
7.1.1.4,material,117,0.06
7.1.1.4,material,1635,0.003
7.1.1.4,material,1636,1.05
7.1.1.5,material,117,0.096
7.1.1.5,material,1635,0.004
7.1.1.5,material,1637,1.05
7.1.1.6,material,117,0.096
7.1.1.6,material,1635,0.004
7.1.1.6,material,1638,1.05
7.1.1.7,material,117,0.096
7.1.1.7,material,1635,0.04
7.1.1.7,material,1637,1.05
7.1.1.8,material,117,0.096
7.1.1.8,material,1635,0.004
7.1.1.8,material,1638,1.05
7.1.2.1,material,15,1.2854
7.1.2.1,material,16,7.2244
7.1.2.1,material,1639,2.5
7.1.2.2,material,15,1.9282
7.1.2.2,material,16,10.8366
7.1.2.2,material,1640,1.6667
7.1.2.3,material,15,1.6282
7.1.2.3,material,16,9.1509
7.1.2.3,material,1639,2.4
7.1.2.4,material,15,2.4423
7.1.2.4,material,16,13.7264
7.1.2.4,material,1640,1.6333
7.2.1.1,material,12,0.0513
7.2.1.1,material,15,279.0
7.2.1.1,material,16,873.0
7.2.1.1,material,18,195.0
7.2.1.1,material,66,0.1237
7.2.1.1,material,1641,909.0
7.2.1.2,material,12,0.0177
7.2.1.2,material,15,279.0
7.2.1.2,material,16,873.0
7.2.1.2,material,18,195.0
7.2.1.2,material,66,0.1355
7.2.1.2,material,1641,909.0
7.2.1.2,material,1642,0.2546
7.2.1.3,material,12,0.0513
7.2.1.3,material,66,0.1237
7.2.1.3,material,1643,1.02
7.2.1.4,material,12,0.0513
7.2.1.4,material,66,0.1237
7.2.1.4,material,1642,0.2546
7.2.1.4,material,1643,1.02
7.2.2.1,material,12,0.0324
7.2.2.1,material,15,383.0
7.2.2.1,material,16,764.0
7.2.2.1,material,18,195.0
7.2.2.1,material,66,0.1486
7.2.2.1,material,1641,934.0
7.2.2.1,material,1642,0.2546
7.2.2.1,material,1644,0.625
7.2.2.1,material,1645,1.3333
7.2.2.1,material,1646,0.5556
7.2.2.1,material,1647,1.2
7.2.2.2,material,12,0.0252
7.2.2.2,material,15,428.0
7.2.2.2,material,16,731.0
7.2.2.2,material,18,195.0
7.2.2.2,material,66,0.1159
7.2.2.2,material,1641,930.0
7.2.2.2,material,1642,0.2546
7.2.2.2,material,1644,0.625
7.2.2.2,material,1645,1.0
7.2.2.2,material,1646,0.4167
7.2.2.2,material,1647,1.2
7.2.2.2,material,1648,38.7836
7.2.2.2,material,1649,6.629
7.2.2.3,material,12,0.0324
7.2.2.3,material,66,0.1486
7.2.2.3,material,1642,0.2546
7.2.2.3,material,1644,0.625
7.2.2.3,material,1645,1.3333
7.2.2.3,material,1646,0.5556
7.2.2.3,material,1650,1.02
7.2.2.4,material,12,0.0252
7.2.2.4,material,66,0.1159
7.2.2.4,material,1642,0.2546
7.2.2.4,material,1644,0.625
7.2.2.4,material,1645,1.0
7.2.2.4,material,1646,0.4167
7.2.2.4,material,1648,38.7836
7.2.2.4,material,1649,6.629
7.2.2.4,material,1651,1.02
7.3.1,material,15,9.87
7.3.1,material,63,62.83
7.3.1,material,1652,0.221
7.3.1,material,1653,0.321
7.3.2,material,15,9.45
7.3.2,material,63,57.68
7.3.2,material,1652,0.389
7.3.2,material,1653,0.273
8.1.1.1,material,1654,0.025
8.1.1.1,material,1655,0.05
8.1.1.1,material,1656,0.8333
8.1.1.10,material,1654,0.0445
8.1.1.10,material,1655,0.089
8.1.1.10,material,1665,0.8333
8.1.1.11,material,1654,0.0445
8.1.1.11,material,1655,0.089
8.1.1.11,material,1666,0.8333
8.1.1.12,material,1654,0.055
8.1.1.12,material,1655,0.11
8.1.1.12,material,1667,0.8333
8.1.1.13,material,1654,0.0545
8.1.1.13,material,1655,0.109
8.1.1.13,material,1668,0.8333
8.1.1.14,material,1654,0.0545
8.1.1.14,material,1655,0.109
8.1.1.14,material,1669,0.8333
8.1.1.15,material,1654,0.0665
8.1.1.15,material,1655,0.133
8.1.1.15,material,1670,0.8333
8.1.1.16,material,1654,0.0665
8.1.1.16,material,1655,0.133
